id,name,icon,rarity,description,effect,skill_points,type,parent_id,required_sp,category,base_duration
late_surger_savvy,Late Surger Savvy ○,stat_wit.png,Normal,Moderately increase ability to get into a good position. (Late Surger),Give stat Wit boost (40),90,normal,,

end_closer_savvy_o,End Closer Savvy ◎,stat_wit.png,Upgraded,Increase ability to get into a good position. (End Closer),Give stat Wit boost (60),,upgrade,end_closer_savvy,110
end_closer_savvy,End Closer Savvy ○,stat_wit.png,Normal,Moderately increase ability to get into a good position. (End Closer),Give stat Wit boost (40),90,normal,,
towards_the_scenery_i_seek,Towards the Scenery I Seek,stat_speed.png,Normal,Moderately increase performance in pursuit of that long sought-after scenery.,Give stat Speed boost (40),,normal,,,,
show_me_what_lies_beyond,Show Me What Lies Beyond!,stat_speed.png,Normal,Moderately increase Silence Suzuka's performance thanks to the desire to see her running reach new heights.,Give stat Speed boost (40),,normal,,,,
chin_up_derby_umamusume,"Chin Up, Derby Umamusume!",stat_speed.png,Normal,"Feel closer to being Japan's top racer, moderately increasing performance.",Give stat Speed boost (40),,normal,,,,
unchanging,Unchanging,super_stat_speed.png,Upgraded,Greatly increase performance with the same ambition of days past.,Give stat Speed boost (80),,normal,,,,
unquenched_thirst,Unquenched Thirst,stat_stamina.png,Normal,Moderately increase performance with the desire to race.,Give stat Stamina boost (40),,normal,,,,
hoiya_have_a_good_run,Hoiya! Have a Good Run!,stat_stamina.png,Normal,Moderately increase Silence Suzuka's performance thanks to a charm that guarantees a satisfying run.,Give stat Stamina boost (40),,normal,,,,
long_race_enthusiast,Long Race Enthusiast,stat_stamina.png,Normal,Increase performance in Long Turf races. This skill is exclusive to the event.,Give stat Stamina boost (60),,normal,,,,
for_the_team,For the Team,super_stat_stamina.png,Upgraded,"The whole team feels super determined to win this special race, greatly increasing performance.",Give stat Stamina boost (80),,normal,,,,
as_a_friend_and_rival,As a Friend and Rival,stat_power.png,Normal,Moderately increase Silence Suzuka's performance through the happiness felt seeing a friend find their running style.,Give stat Power boost (40),,normal,,,,
mile_race_enthusiast,Mile Race Enthusiast,stat_power.png,Normal,Increase performance in Mile Turf races. This skill is exclusive to the event.,Give stat Power boost (60),,normal,,,,
restraint,Restraint,stat_wit.png,Normal,Increase Wit and moderately decrease the chance of being Rushed.,Give stat Wit boost (60) and Decreased Rush Chance (-3),160,normal,,,,
medium_race_enthusiast,Medium Race Enthusiast,stat_wit.png,Normal,Increase performance in Medium Turf races. This skill is exclusive to the event.,Give stat Wit boost (60),,normal,,,,
lucky_seven,Lucky Seven,lucky7.png,Normal,Moderately good things may happen when in bracket 7.,Give stat Speed boost (40) and Stamina boost (40) and Power boost (40).,110,normal,,
super_lucky_seven,Super Lucky Seven,super_lucky7.png,Upgraded,Good things may happen when in bracket 7.,Give stat Speed boost (60) and Stamina boost (60) and Power boost (60).,,upgrade,lucky_seven,110

right_handed_bad,Right-Handed ×,negative_speed.png,Negative,Moderately decrease performance on right-handed tracks.,Give stat Speed Down (-40),,negative,,50,negative
left_handed_bad,Left-Handed ×,negative_speed.png,Negative,Moderately decrease performance on left-handed tracks.,Give stat Speed Down (-40),,negative,,50,negative
spring_runner_bad,Spring Runner ×,negative_speed.png,Negative,Moderately decrease performance in spring.,Give stat Speed Down (-40),,negative,,50,negative
summer_runner_bad,Summer Runner ×,negative_speed.png,Negative,Moderately decrease performance in summer.,Give stat Speed Down (-40),,negative,,50,negative
fall_runner_bad,Fall Runner ×,negative_speed.png,Negative,Moderately decrease performance in fall.,Give stat Speed Down (-40),,negative,,50,negative
winter_runner_bad,Winter Runner ×,negative_speed.png,Negative,Moderately decrease performance in winter.,Give stat Speed Down (-40),,negative,,50,negative
outer_post_averseness,Outer Post Averseness,negative_speed.png,Negative,Moderately decrease performance in brackets 6-8.,Give stat Speed Down (-40),,negative,,50,negative
g1_averseness,G1 Averseness,negative_speed.png,Negative,Moderately decrease performance in G1 or otherwise important races.,Give stat Speed Down (-40),,negative,,50,negative
heart_3d_nail_art,♡ 3D Nail Art,negative_speed.png,Negative,Moderately decrease performance on firm ground.,Give stat Speed Down (-40),,negative,,50,negative
creeping_anxiety,Creeping Anxiety,negative_speed.png,Negative,Moderately decrease performance due to Trainer's anxiety.,Give stat Speed Down (-40),,negative,,50,negative
corner_recovery_bad,Corner Recovery ×,negative_recovery.png,Negative,Moderately lose endurance on a corner with inefficient turning.,Stamina Drain (-0.02),100,normal,,,negative
ramp_revulsion,Ramp Revulsion,negative_recovery.png,Negative,Moderately increase fatigue on an uphill.,Stamina Drain (-0.02),100,normal,,,negative
packphobia,Packphobia,negative_recovery.png,Negative,Moderately lose endurance when surrounded.,Stamina Drain (-0.02),100,normal,,,negative

tokyo_racecourse_bad,Tokyo Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Tokyo Racecourse.,Give stat Stamina Down (-40),,normal,,50,negative
nakayama_racecourse_bad,Nakayama Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Nakayama Racecourse.,Give stat Stamina Down (-40),,normal,,50,negative
hanshin_racecourse_bad,Hanshin Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Hanshin Racecourse.,Give stat Stamina Down (-40),,normal,,50,negative
kyoto_racecourse_bad,Kyoto Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Kyoto Racecourse.,Give stat Stamina Down (-40),,normal,,50,negative
chukyo_racecourse_bad,Chukyo Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Chukyo Racecourse.,Give stat Stamina Down (-40),,normal,,50,negative
sapporo_racecourse_bad,Sapporo Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Sapporo Racecourse.,Give stat Stamina Down (-40),,normal,,40,negative
hakodate_racecourse_bad,Hakodate Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Hakodate Racecourse.,Give stat Stamina Down (-40),,normal,,40,negative
fukushima_racecourse_bad,Fukushima Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Fukushima Racecourse.,Give stat Stamina Down (-40),,normal,,40,negative
niigata_racecourse_bad,Niigata Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Niigata Racecourse.,Give stat Stamina Down (-40),,normal,,40,negative
kokura_racecourse_bad,Kokura Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Kokura Racecourse.,Give stat Stamina Down (-40),,normal,,40,negative
standard_distance_bad,Standard Distance ×,negative_stamina.png,Negative,Moderately decrease performance over standard distances (multiples of 400m).,Give stat Stamina Down (-40),,normal,,50,negative
non_standard_distance_bad,Non-Standard Distance ×,negative_stamina.png,Negative,Moderately decrease performance over non-standard distances (non-multiples of 400m).,Give stat Stamina Down (-40),,normal,,50,negative
paddock_fright,Paddock Fright,negative_stamina.png,Negative,Moderately decrease performance when the favorite.,Give stat Stamina Down (-40),,normal,,50,negative
oi_racecourse_bad,Oi Racecourse ×,negative_stamina.png,Negative,Moderately decrease performance at Oi Racecourse.,Give stat Stamina Down (-40),,normal,,50,negative

firm_conditions_bad,Firm Conditions ×,negative_power.png,Negative,Moderately decrease performance on firm ground.,Give stat Power Down (-40),,normal,,50,negative
wet_conditions_bad,Wet Conditions ×,negative_power.png,Negative,"Moderately decrease performance on good, soft, and heavy ground.",Give stat Power Down (-40),,normal,,50,negative
wallflower,Wallflower,negative_power.png,Negative,Moderately decrease performance when many other runners are using the same strategy.,Give stat Power Down (-40),,normal,,50,negative
rainy_days_bad,Rainy Days ×,negative_guts.png,Negative,Moderately decrease performance in rainy weather.,Give stat Guts Down (-40),,normal,,50,negative
ninety_nine_problems,99 Problems,negative_guts.png,Negative,"Get overwhelmed by powerful opponents, moderately decreasing Guts and Wit.",Give stat Guts Down (-40) and Wit Down (-40),,normal,,0,negative
inner_post_averseness,Inner Post Averseness,negative_wit.png,Negative,Moderately decrease performance in brackets 1-3.,Give stat Wit Down (-40),,normal,,50,negative

swinging_maestro,Swinging Maestro,super_recovery_stamina.png,Upgraded,Recover endurance on a corner with efficient turning [Skills will be activated on a random corner].,Stamina recovery (0.055),,upgrade,corner_recovery,170,recovery
corner_recovery,Corner Recovery,recovery_stamina.png,Normal,Slightly recover endurance on a corner with efficient turning [Skills will be activated on a random corner].,Stamina recovery (0.015),170,normal,,,recovery
breath_of_fresh_air,Breath of Fresh Air,super_recovery_stamina.png,Upgraded,Recover endurance on a straight [Skills will be activated on a random straight].,Stamina recovery (0.055),,upgrade,straightaway_recovery,170,recovery
straightaway_recovery,Straightaway Recovery,recovery_stamina.png,Normal,Slightly recover endurance on a straight [Skills will be activated on a random straight].,Stamina recovery (0.015),170,normal,,,recovery
iron_will,Iron Will,super_recovery_stamina.png,Upgraded,Recover endurance when the way ahead is jammed early-race or mid-race [Skills will be activated when being blocked ahead for 1s in early race or mid race].,Stamina recovery (0.055),,upgrade,lay_low,160,recovery
lay_low,Lay Low,recovery_stamina.png,Normal,Slightly recover endurance when the way ahead is jammed early-race or mid-race [Skills will be activated when being blocked ahead for 1s in early race or mid race].,Stamina recovery (0.015),160,normal,,,recovery
indomitable,Indomitable,super_recovery_stamina.png,Upgraded,Recover endurance when passed by another runner mid-race.,Stamina recovery (0.055),,upgrade,pace_strategy,170,recovery
pace_strategy,Pace Strategy,recovery_stamina.png,Normal,Slightly recover endurance when passed by another runner mid-race.,Stamina recovery (0.015),170,normal,,,recovery
unruffled,Unruffled,super_recovery_stamina.png,Upgraded,Recover endurance when surrounded mid-race.,Stamina recovery (0.055),,upgrade,calm_in_a_crowd,170,recovery
calm_in_a_crowd,Calm in a Crowd,recovery_stamina.png,Normal,Slightly recover endurance when surrounded mid-race.,Stamina recovery (0.015),170,normal,,,recovery

calm_and_collected,Calm and Collected,super_recovery_stamina.png,Upgraded,Decrease fatigue upon approaching mid-race [Activate when you are in 5th pos in CM and 6th pos in LoH or higher in a random point before going to mid race]. (Pace Chaser),Stamina recovery (0.055),,upgrade,stamina_to_spare,180,recovery
stamina_to_spare,Stamina to Spare,recovery_stamina.png,Normal,Slightly decrease fatigue upon approaching mid-race [Activate when you are in the 5th pos or higher in a random point before going to mid-race]. (Pace Chaser),Stamina recovery (0.015),180,normal,,,recovery
race_planner,Race Planner,super_recovery_stamina.png,Upgraded,Decrease fatigue mid-race [Activate when you are in 5th pos in CM anh 6th in LoH or higher in a random point of mid-race]. (Pace Chaser),Stamina recovery (0.055),,upgrade,preferred_position,180,recovery
preferred_position,Preferred Position,recovery_stamina.png,Normal,Slightly decrease fatigue mid-race [Activate when you are in 5th pos in CM anh 6th in LoH or higher in a random point of mid-race]. (Pace Chaser),Stamina recovery (0.015),180,normal,,,recovery
sleeping_lion,Sleeping Lion,super_recovery_stamina.png,Upgraded,Decrease fatigue mid-race [Activate when the distance between your uma and the 1st uma is >= 75m]. (End Closer),Stamina recovery (0.055),,upgrade,standing_by,180,recovery
standing_by,Standing By,recovery_stamina.png,Normal,Slightly decrease fatigue mid-race [Activate when the distance between your uma and the 1st uma is >= 75m]. (End Closer),Stamina recovery (0.015),180,normal,,,recovery
wait_and_see,Wait-and-See,recovery_stamina.png,Normal,Slightly decrease fatigue and very slightly increase acceleration when positioned toward the back mid-race. (Sprint),Stamina recovery (0.015) and Acceleration boost (0.1),160,normal,,,recovery
keen_eye,Keen Eye,super_recovery_stamina.png,Upgraded,"Decrease fatigue, then moderately decrease velocity of runners ahead when positioned toward the back upon approaching mid-race. [Activate when your uma is 6th pos in CM and 7th in LoH or worse at a random point in latter early-race] (Mile)",Stamina recovery (0.055) and Decrease current Speed (-0.2),,upgrade,watchful_eye,160,recovery
watchful_eye,Watchful Eye,recovery_stamina.png,Normal,"Slightly decrease fatigue, then very slightly decrease velocity of runners ahead when positioned toward the back upon approaching mid-race. [Activate when your uma is 6th pos or worse at a random point in latter early-race] (Mile)",Stamina recovery (0.015) and Decrease current Speed (-0.05),160,normal,,,recovery
trackblazer,Trackblazer,super_recovery_stamina.png,Upgraded,Decrease fatigue when positioned toward the front mid-race. [Activate when your uma is at 3rd pos in both CM and LoH or better] (Medium),Stamina recovery (0.055),,upgrade,rosy_outlook,160,recovery
rosy_outlook,Rosy Outlook,recovery_stamina.png,Normal,Slightly decrease fatigue when positioned toward the front mid-race. [Activate when your uma is at 3rd pos in both CM and LoH or better] (Medium),Stamina recovery (0.015),160,normal,,,recovery
cooldown,Cooldown,super_recovery_stamina.png,Upgraded,Decrease fatigue by taking a breather upon entering a straight. [Activates randomly during a straight in mid-race] (Long),Stamina recovery (0.055),,upgrade,deep_breaths,160,recovery
deep_breaths,Deep Breaths,recovery_stamina.png,Normal,Slightly decrease fatigue by taking a breather upon entering a straight [Activates randomly during a straight in mid-race.]. (Long),Stamina recovery (0.015),160,normal,,,recovery
adrenaline_rush,Adrenaline Rush,super_recovery_stamina.png,Upgraded,Regain the energy to run when close to exhausting strength. [Activates when your stamina is <= 30%] (Long),Stamina recovery (0.055),,upgrade,extra_tank,160,recovery
extra_tank,Extra Tank,recovery_stamina.png,Normal,Slightly regain the energy to run when close to exhausting strength. [Activates when your stamina is <= 30%] (Long),Stamina recovery (0.015),160,normal,,,recovery

miraculous_step,Miraculous Step,super_recovery_stamina.png,Upgraded,Decrease fatigue when moving sideways. [Activates while changing lanes after 10s into the race] (Medium),Stamina recovery (0.055),,upgrade,soft_step,160,recovery
soft_step,Soft Step,recovery_stamina.png,Normal,Slightly decrease fatigue when moving sideways. [Activates while changing lanes after 10s into the race] (Medium),Stamina recovery (0.015),160,normal,,,recovery
vip_pass,VIP Pass,super_recovery_stamina.png,Upgraded,Decrease fatigue when determined to pass another runner. (Long),Stamina recovery (0.055),,upgrade,passing_pro,160,recovery
passing_pro,Passing Pro,recovery_stamina.png,Normal,Slightly decrease fatigue when determined to pass another runner. (Long),Stamina recovery (0.015),160,normal,,,recovery
restless,Restless,super_recovery_stamina.png,Upgraded,Reduce fatigue on an uphill. [Activates while running uphill after 10s into the race] (Front Runner),Stamina recovery (0.055),,upgrade,moxie,170,recovery
moxie,Moxie,recovery_stamina.png,Normal,Slightly reduce fatigue on an uphill. [Activates while running uphill after 10s into the race] (Front Runner),Stamina recovery (0.015),170,normal,,,recovery
gourmand,Gourmand,super_recovery_stamina.png,Upgraded,Recover endurance mid-race. [Activate at a random point in mid-race] (Pace Chaser),Stamina recovery (0.055),,upgrade,hydrate,180,recovery
hydrate,Hydrate,recovery_stamina.png,Normal,Slightly recover endurance mid-race. [Activate at a random point in mid-race] (Pace Chaser),Stamina recovery (0.015),180,normal,,,recovery
relax,Relax,super_recovery_stamina.png,Upgraded,Recover endurance late-race. [Activates at a random point in late-race] (Late Surger),Stamina recovery (0.055),,upgrade,a_small_breather,180,recovery
a_small_breather,A Small Breather,recovery_stamina.png,Normal,Slightly recover endurance late-race. [Activates at a random point in late-race] (Late Surger),Stamina recovery (0.015),180,normal,,,recovery
go_home_specialist,Go-Home Specialist,super_recovery_stamina.png,Upgraded,Reduce fatigue on a downhill. [Activates while running downhill after 10s have elapsed] (End Closer),Stamina recovery (0.055),,upgrade,after_school_stroll,180,recovery
after_school_stroll,After-School Stroll,recovery_stamina.png,Normal,Slightly reduce fatigue on a downhill. [Activates while running downhill after 10s have elapsed] (End Closer),Stamina recovery (0.015),180,normal,,,recovery
serenity,Serenity,super_recovery_stamina.png,Upgraded,Regain composure by calming down when the way ahead is jammed. [Activates when your uma is blocked in 1s after 10s into the race] (End Closer),Stamina recovery (0.055),,upgrade,levelheaded,180,recovery
levelheaded,Levelheaded,recovery_stamina.png,Normal,Slightly regain composure by calming down when the way ahead is jammed. [Activates when your uma is blocked in 1s after 10s into the race] (End Closer),Stamina recovery (0.015),180,normal,,,recovery
triple_7s,Triple 7s,recovery_stamina.png,Normal,Slightly gain energy with 777m remaining.,Stamina recovery (0.015),160,normal,,,recovery
shake_it_out,Shake It Out,recovery_stamina.png,Normal,Slightly recover endurance after activating many skills late-race. [Activates when 3 late-race skills are activated],Stamina recovery (0.015),100,normal,,,recovery

lie_in_wait,Lie in Wait,super_recovery_stamina.png,Upgraded,Recover endurance when positioned toward the back upon approaching mid-race. [Activates when your uma is in 5th pos in CM and 6th pos in LoH or worse at a random point in latter early-race.] (Late Surger),Stamina recovery (0.055),,upgrade,be_still,180,recovery
be_still,Be Still,recovery_stamina.png,Normal,Slightly recover endurance when positioned toward the back upon approaching mid-race. [Activates when your uma is in 5th pos in CM and 6th pos in LoH or worse at a random point in latter early-race.] (Late Surger),Stamina recovery (0.015),180,normal,,,recovery
